,_index,uid,instance_type,instance_category,instance_generation,release_month,release_year,product_page,announcement_url,date,Instance,Memory (GiB),Processor,vCPUs,CPU cores,Threads per core,Accelerator count,Accelerators,Accelerator memory,category
165,175,7ec33ce1e4880e4c,r5.metal,Memory Optimized,Current generation,February,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/02/introducing-five-new-amazon-ec2-bare-metal-instances/,2019-02-01,r5.metal,768.0,Intel Xeon Platinum 8175,96,48,2,,,,memory
166,176,cfdab6424b9eb3b0,r5d.metal,Memory Optimized,Current generation,February,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/02/introducing-five-new-amazon-ec2-bare-metal-instances/,2019-02-01,r5d.metal,768.0,Intel Xeon Platinum 8175,96,48,2,,,,memory
167,177,37e58b1faeaa0d0f,z1d.metal,Memory Optimized,Current generation,February,2019,https://aws.amazon.com/ec2/instance-types/z1d/,https://aws.amazon.com/about-aws/whats-new/2019/02/introducing-five-new-amazon-ec2-bare-metal-instances/,2019-02-01,z1d.metal,384.0,Intel Xeon Platinum 8151,48,24,2,,,,memory
168,178,eaee701907a861ff,m5ad.large,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.large,8.0,AMD EPYC 7571,2,1,2,,,,general
169,179,27e9760621e5296f,m5ad.xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.xlarge,16.0,AMD EPYC 7571,4,2,2,,,,general
170,180,f4d6963f20bbe9c1,m5ad.2xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.2xlarge,32.0,AMD EPYC 7571,8,4,2,,,,general
171,181,1280209134485557,m5ad.4xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.4xlarge,64.0,AMD EPYC 7571,16,8,2,,,,general
172,182,6b90e1e5d3c342a0,m5ad.8xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.8xlarge,128.0,AMD EPYC 7571,32,16,2,,,,general
173,183,8c91f06c71d6194e,m5ad.12xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.12xlarge,192.0,AMD EPYC 7571,48,24,2,,,,general
174,184,9462dcb3362685f3,m5ad.16xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.16xlarge,256.0,AMD EPYC 7571,64,32,2,,,,general
175,185,cac8e369e35621b7,m5ad.24xlarge,General Purpose,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,m5ad.24xlarge,384.0,AMD EPYC 7571,96,48,2,,,,general
176,186,e98d222439fd1342,r5ad.large,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.large,16.0,AMD EPYC 7571,2,1,2,,,,memory
177,187,f48443c241d07b44,r5ad.xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.xlarge,32.0,AMD EPYC 7571,4,2,2,,,,memory
178,188,b87d05274bb409a4,r5ad.2xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.2xlarge,64.0,AMD EPYC 7571,8,4,2,,,,memory
179,189,e80b9df0cbc702b6,r5ad.4xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.4xlarge,128.0,AMD EPYC 7571,16,8,2,,,,memory
180,190,e182446dbd10d58b,r5ad.8xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.8xlarge,256.0,AMD EPYC 7571,32,16,2,,,,memory
181,191,30038f7afda072c6,r5ad.12xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.12xlarge,384.0,AMD EPYC 7571,48,24,2,,,,memory
182,192,1f1c58f4d6207692,r5ad.16xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.16xlarge,512.0,AMD EPYC 7571,64,32,2,,,,memory
183,193,3d74ea5c76532e0d,r5ad.24xlarge,Memory Optimized,Current generation,March,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/03/new-amazon-ec2-m5ad-and-r5ad-featuring-amd-epyc-processors-are-now-available/,2019-03-01,r5ad.24xlarge,768.0,AMD EPYC 7571,96,48,2,,,,memory
184,194,4d49bde029432989,t3a.nano,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.nano,0.5,AMD EPYC 7571,2,1,2,,,,general
185,195,e0a4cfc6f10d9674,t3a.micro,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.micro,1.0,AMD EPYC 7571,2,1,2,,,,general
186,196,f26042a7546a8eee,t3a.small,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.small,2.0,AMD EPYC 7571,2,1,2,,,,general
187,197,d48291f51d997bfd,t3a.medium,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.medium,4.0,AMD EPYC 7571,2,1,2,,,,general
188,198,65c268e07fd35674,t3a.large,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.large,8.0,AMD EPYC 7571,2,1,2,,,,general
189,199,8775f1a83efb41cb,t3a.xlarge,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.xlarge,16.0,AMD EPYC 7571,4,2,2,,,,general
190,200,5ceb2b828c40be04,t3a.2xlarge,General Purpose,Current generation,April,2019,https://aws.amazon.com/ec2/instance-types/t3/,https://aws.amazon.com/about-aws/whats-new/2019/04/amazon-ec2-t3a-instances-are-now-generally-available/,2019-04-01,t3a.2xlarge,32.0,AMD EPYC 7571,8,4,2,,,,general
191,201,03f45e7133e9e34c,i3en.large,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.large,16.0,Intel Xeon Platinum 8175,2,1,2,,,,storage
192,202,e75e5dd41c5c4b77,i3en.xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.xlarge,32.0,Intel Xeon Platinum 8175,4,2,2,,,,storage
193,203,d4648095b65cc0f2,i3en.2xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.2xlarge,64.0,Intel Xeon Platinum 8175,8,4,2,,,,storage
194,204,b835b1d892717e85,i3en.3xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.3xlarge,96.0,Intel Xeon Platinum 8175,12,6,2,,,,storage
195,205,c4d7be6e65ea70a7,i3en.6xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.6xlarge,192.0,Intel Xeon Platinum 8175,24,12,2,,,,storage
196,206,6c6a2739127734ba,i3en.12xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.12xlarge,384.0,Intel Xeon Platinum 8175,48,24,2,,,,storage
197,207,bd67f28b58b74e7e,i3en.24xlarge,Storage Optimized,Current generation,May,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/05/amazon-ec2-i3en-instances-are-now-generally-available/,2019-05-01,i3en.24xlarge,768.0,Intel Xeon Platinum 8175,96,48,2,,,,storage
198,208,fe5ec7754306addf,c5.metal,Compute Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instance-sizes-for-amazon-ec2-c5-instances/,2019-06-01,c5.metal,192.0,2nd Gen Intel Xeon Platinum 8275CL,96,48,2,,,,compute
199,209,c8240503bb96959e,c5.12xlarge,Compute Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instance-sizes-for-amazon-ec2-c5-instances/,2019-06-01,c5.12xlarge,96.0,2nd Gen Intel Xeon Platinum 8275CL,48,24,2,,,,compute
200,210,eab4fac6a86bc985,c5.24xlarge,Compute Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instance-sizes-for-amazon-ec2-c5-instances/,2019-06-01,c5.24xlarge,192.0,2nd Gen Intel Xeon Platinum 8275CL,96,48,2,,,,compute
201,211,0b106bf0f6cb33ab,m5.8xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5.8xlarge,128.0,Intel Xeon Platinum 8175,32,16,2,,,,general
202,212,698867657fdf1763,m5.16xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5.16xlarge,256.0,Intel Xeon Platinum 8175,64,32,2,,,,general
203,213,72e8ba239b684cf3,m5a.8xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5a.8xlarge,128.0,AMD EPYC 7571,32,16,2,,,,general
204,214,24055d04325f1755,m5a.16xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5a.16xlarge,256.0,AMD EPYC 7571,64,32,2,,,,general
205,215,a064bf626ade0037,m5d.8xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5d.8xlarge,128.0,Intel Xeon Platinum 8175,32,16,2,,,,general
206,216,2fa8fdc1988ba4fe,m5d.16xlarge,General Purpose,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,m5d.16xlarge,256.0,Intel Xeon Platinum 8175,64,32,2,,,,general
207,217,f29ff6955d4496e9,r5.8xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5.8xlarge,256.0,Intel Xeon Platinum 8175,32,16,2,,,,memory
208,218,9139d0fe71b0fa7d,r5.16xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5.16xlarge,512.0,Intel Xeon Platinum 8175,64,32,2,,,,memory
209,219,95ada0015fc902ec,r5a.8xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5a.8xlarge,256.0,AMD EPYC 7571,32,16,2,,,,memory
210,220,ebb010c330f3f81f,r5a.16xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5a.16xlarge,512.0,AMD EPYC 7571,64,32,2,,,,memory
211,221,1f5c21baec1c4a57,r5d.8xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5d.8xlarge,256.0,Intel Xeon Platinum 8175,32,16,2,,,,memory
212,222,a51d983ba556a20f,r5d.16xlarge,Memory Optimized,Current generation,June,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/06/introducing-new-instances-sizes-for-amazon-ec2-m5-and-r5-instances/,2019-06-01,r5d.16xlarge,512.0,Intel Xeon Platinum 8175,64,32,2,,,,memory
213,223,c7653042b7802a78,c5n.metal,Compute Optimized,Current generation,August,2019,https://aws.amazon.com/ec2/instance-types/c5/,https://aws.amazon.com/about-aws/whats-new/2019/08/introducing-amazon-ec2-i3en-and-c5n-bare-metal-instances/,2019-08-01,c5n.metal,192.0,Intel Xeon Platinum 8124M,72,36,2,,,,compute
214,224,47bb67a008af28d7,i3en.metal,Storage Optimized,Current generation,August,2019,https://aws.amazon.com/ec2/instance-types/i3en/,https://aws.amazon.com/about-aws/whats-new/2019/08/introducing-amazon-ec2-i3en-and-c5n-bare-metal-instances/,2019-08-01,i3en.metal,768.0,Intel Xeon Platinum 8175,96,48,2,,,,storage
215,225,c2ad67c95ea3a691,g4dn.xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.xlarge,16.0,Intel Xeon P-8259L,4,2,2,1.0,NVIDIA T4 GPU,16.0,accelerator
216,226,5d338190133b01f3,g4dn.2xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.2xlarge,32.0,Intel Xeon P-8259L,8,4,2,1.0,NVIDIA T4 GPU,16.0,accelerator
217,227,62c1f1a8bea6e808,g4dn.4xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.4xlarge,64.0,Intel Xeon P-8259L,16,8,2,1.0,NVIDIA T4 GPU,16.0,accelerator
218,228,5e18f175c7174806,g4dn.8xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.8xlarge,128.0,Intel Xeon P-8259L,32,16,2,1.0,NVIDIA T4 GPU,16.0,accelerator
219,229,9e51e91e2f2c039b,g4dn.12xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.12xlarge,192.0,Intel Xeon P-8259L,48,24,2,4.0,NVIDIA T4 GPU,16.0,accelerator
220,230,9754a3f1a6885de6,g4dn.16xlarge,Accelerated Computing,Current generation,September,2019,https://aws.amazon.com/ec2/instance-types/g4/,https://aws.amazon.com/about-aws/whats-new/2019/09/introducing-amazon-ec2-g4-instances-the-most-cost-effective-gpu-platform/,2019-09-01,g4dn.16xlarge,256.0,Intel Xeon P-8259L,64,32,2,1.0,NVIDIA T4 GPU,16.0,accelerator
221,231,070b7a9e2a87a658,u-18tb1.metal,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/high-memory/,https://aws.amazon.com/about-aws/whats-new/2019/10/now-available-amazon-ec2-high-memory-instances-purpose-built-run-large-in-memory-databases/,2019-10-01,u-18tb1.metal,18432.0,Intel Xeon Platinum 8280L,448,224,2,,,,memory
222,232,a33e0cc1f860750f,u-24tb1.metal,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/high-memory/,https://aws.amazon.com/about-aws/whats-new/2019/10/now-available-amazon-ec2-high-memory-instances-purpose-built-run-large-in-memory-databases/,2019-10-01,u-24tb1.metal,24576.0,Intel Xeon Platinum 8280L,448,224,2,,,,memory
223,233,cb7d3249be0c9fec,a1.metal,General Purpose,Previous generation,October,2019,https://aws.amazon.com/ec2/previous-generation/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-availability-of-amazon-ec2-a1-bare-metal-instances/,2019-10-01,a1.metal,32.0,AWS Graviton Processor,16,16,1,,,,previous
224,234,30c63c622f9ccda0,m5n.large,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.large,8.0,Intel Xeon Platinum 8259,2,1,2,,,,general
225,235,b8ff3e0fce618545,m5n.xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.xlarge,16.0,Intel Xeon Platinum 8259,4,2,2,,,,general
226,236,d7fcb2d2b1b8ee6d,m5n.2xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.2xlarge,32.0,Intel Xeon Platinum 8259,8,4,2,,,,general
227,237,6e97e90a2dd04b05,m5n.4xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.4xlarge,64.0,Intel Xeon Platinum 8259,16,8,2,,,,general
228,238,2c0df2491bc9817a,m5n.8xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.8xlarge,128.0,Intel Xeon Platinum 8259,32,16,2,,,,general
229,239,b011602f50f412ad,m5n.12xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.12xlarge,192.0,Intel Xeon Platinum 8259,48,24,2,,,,general
230,240,ebecdc915b20b23e,m5n.16xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.16xlarge,256.0,Intel Xeon Platinum 8259,64,32,2,,,,general
231,241,8938d82995a2e59a,m5n.24xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5n.24xlarge,384.0,Intel Xeon Platinum 8259,96,48,2,,,,general
232,242,49dfd84fa71f8720,m5dn.large,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.large,8.0,Intel Xeon Platinum 8259,2,1,2,,,,general
233,243,24aaa4e8be1590e9,m5dn.xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.xlarge,16.0,Intel Xeon Platinum 8259,4,2,2,,,,general
234,244,75d105b70f26ddfd,m5dn.2xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.2xlarge,32.0,Intel Xeon Platinum 8259,8,4,2,,,,general
235,245,9052a69bb4fbd260,m5dn.4xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.4xlarge,64.0,Intel Xeon Platinum 8259,16,8,2,,,,general
236,246,0deb3567f27f18c5,m5dn.8xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.8xlarge,128.0,Intel Xeon Platinum 8259,32,16,2,,,,general
237,247,2868140289580aae,m5dn.12xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.12xlarge,192.0,Intel Xeon Platinum 8259,48,24,2,,,,general
238,248,500e16431d06705a,m5dn.16xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.16xlarge,256.0,Intel Xeon Platinum 8259,64,32,2,,,,general
239,249,4afa6c283bbfacff,m5dn.24xlarge,General Purpose,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/m5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,m5dn.24xlarge,384.0,Intel Xeon Platinum 8259,96,48,2,,,,general
240,250,90f1d82e843b343c,r5n.large,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.large,16.0,Intel Xeon Platinum 8259,2,1,2,,,,memory
241,251,363dbf5752f98a0b,r5n.xlarge,Memory Optimized,Current generation,October,2019,https://aws.amazon.com/ec2/instance-types/r5/,https://aws.amazon.com/about-aws/whats-new/2019/10/introducing-amazon-ec2-m5n-m5dn-r5n-and-r5dn-instances-featuring-100-gbps-of-network-bandwidth/,2019-10-01,r5n.xlarge,32.0,Intel Xeon Platinum 8259,4,2,2,,,,memory
