,_index,uid,instance_type,instance_category,instance_generation,release_month,release_year,product_page,announcement_url,date,Instance,Memory (GiB),Processor,vCPUs,CPU cores,Threads per core,Accelerator count,Accelerators,Accelerator memory,category
836,846,1e541ac7a640cf39,c8g.medium,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.medium,2.0,AWS Graviton4 Processor,1,1,1,,,,compute
837,847,2255983e4158bab7,c8g.large,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.large,4.0,AWS Graviton4 Processor,2,2,1,,,,compute
838,848,166e841451a740e1,c8g.xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.xlarge,8.0,AWS Graviton4 Processor,4,4,1,,,,compute
839,849,e60cf625c3012493,c8g.2xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.2xlarge,16.0,AWS Graviton4 Processor,8,8,1,,,,compute
840,850,ee9c19f52e86ccc2,c8g.4xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.4xlarge,32.0,AWS Graviton4 Processor,16,16,1,,,,compute
841,851,bf6ccbca0b9df37b,c8g.8xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.8xlarge,64.0,AWS Graviton4 Processor,32,32,1,,,,compute
842,852,1a1d3f5439c02606,c8g.12xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.12xlarge,96.0,AWS Graviton4 Processor,48,48,1,,,,compute
843,853,e27f8598ee4afc17,c8g.16xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.16xlarge,128.0,AWS Graviton4 Processor,64,64,1,,,,compute
844,854,0184b2a90ca0d961,c8g.24xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.24xlarge,192.0,AWS Graviton4 Processor,96,96,1,,,,compute
845,855,9a49882095470d05,c8g.48xlarge,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.48xlarge,384.0,AWS Graviton4 Processor,192,192,1,,,,compute
846,856,a16f9eb8f95a3be2,c8g.metal-24xl,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.metal-24xl,192.0,AWS Graviton4 Processor,96,96,1,,,,compute
847,857,d4152e9fe15fe062,c8g.metal-48xl,Compute Optimized,Current generation,September,2024,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2024/09/amazon-ec2-c8g-m8g-instances/,2024-09-01,c8g.metal-48xl,384.0,AWS Graviton4 Processor,192,192,1,,,,compute
848,858,026cefd4b196146f,i8g.large,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.large,16.0,AWS Graviton4 Processor,2,2,1,,,,storage
849,859,5540b61d469aa8fa,i8g.xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.xlarge,32.0,AWS Graviton4 Processor,4,4,1,,,,storage
850,860,632543813711ca52,i8g.2xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.2xlarge,64.0,AWS Graviton4 Processor,8,8,1,,,,storage
851,861,f643d21a3e7557b6,i8g.4xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.4xlarge,128.0,AWS Graviton4 Processor,16,16,1,,,,storage
852,862,4a42bdc80fc70187,i8g.8xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.8xlarge,256.0,AWS Graviton4 Processor,32,32,1,,,,storage
853,863,78c8ff86f2d8f374,i8g.12xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.12xlarge,384.0,AWS Graviton4 Processor,48,48,1,,,,storage
854,864,c1e9a7ae8ca3a540,i8g.16xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.16xlarge,512.0,AWS Graviton4 Processor,64,64,1,,,,storage
855,865,e97334a1867c1d0c,i8g.24xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.24xlarge,768.0,AWS Graviton4 Processor,96,96,1,,,,storage
856,866,d7dcfef58179e0b5,i8g.metal-24xl,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-i8g-instances/,2024-12-01,i8g.metal-24xl,768.0,AWS Graviton4 Processor,96,96,1,,,,storage
857,867,250bbb956d86a7d2,i7ie.large,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.large,16.0,Intel Emerald Rapids,2,1,2,,,,storage
858,868,6babdd1d73d5f60b,i7ie.xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.xlarge,32.0,Intel Emerald Rapids,4,2,2,,,,storage
859,869,39543f06d3408754,i7ie.2xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.2xlarge,64.0,Intel Emerald Rapids,8,4,2,,,,storage
860,870,b4548b33d40e823e,i7ie.3xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.3xlarge,96.0,Intel Emerald Rapids,12,6,2,,,,storage
861,871,c56263a11f854a58,i7ie.6xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.6xlarge,192.0,Intel Emerald Rapids,24,12,2,,,,storage
862,872,874967e57b1fb64f,i7ie.12xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.12xlarge,384.0,Intel Emerald Rapids,48,24,2,,,,storage
863,873,a8d743446127f965,i7ie.18xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.18xlarge,576.0,Intel Emerald Rapids,72,36,2,,,,storage
864,874,08d865c0701683f3,i7ie.24xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.24xlarge,768.0,Intel Emerald Rapids,96,48,2,,,,storage
865,875,57cfef507cc950b3,i7ie.48xlarge,Storage Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-next-generation-high-density-storage-optimized-i7ie-instances/,2024-12-01,i7ie.48xlarge,1536.0,Intel Emerald Rapids,192,96,2,,,,storage
866,876,f7b71e9e09e3f23f,p5en.48xlarge,Accelerated Computing,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/p5/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-p5en-instances-generative-ai-hpc-generally-available/,2024-12-01,p5en.48xlarge,2048.0,Intel Xeon Sapphire Rapids,192,96,2,8.0,NVIDIA H200,141.0,accelerator
867,877,f217f7208174b399,trn2.48xlarge,Accelerated Computing,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/trn2/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-trn2-instances-available/,2024-12-01,trn2.48xlarge,2048.0,Intel Xeon Sapphire Rapids,192,96,2,16.0,AWS Trainium2,512.0,accelerator
868,878,f48a782a6db35ff5,trn2u.48xlarge,Accelerated Computing,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/trn2/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-trn2-instances-available/,2024-12-01,trn2u.48xlarge,2048.0,Intel Xeon Sapphire Rapids,192,96,2,,,,accelerator
869,879,11e7d931528431fe,u7i-6tb.112xlarge,Memory Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/u7i/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-u7i-instances-6tib-8tib-memory/,2024-12-01,u7i-6tb.112xlarge,6144.0,Intel Xeon Sapphire Rapids,448,224,2,,,,memory
870,880,4c5dce8a8f4fdcfc,u7i-8tb.112xlarge,Memory Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/u7i/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-u7i-instances-6tib-8tib-memory/,2024-12-01,u7i-8tb.112xlarge,8192.0,Intel Xeon Sapphire Rapids,448,224,2,,,,memory
871,881,b880b8764d931643,f2.12xlarge,Accelerated Computing,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/f2/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-f2-instances-8-fpgas/,2024-12-01,f2.12xlarge,512.0,AMD EPYC 7R13,48,24,2,2.0,Xilinx Virtex UltraScale+ (VU47P),80.0,accelerator
872,882,3d5ff7ea9f093e9e,f2.48xlarge,Accelerated Computing,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/f2/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-f2-instances-8-fpgas/,2024-12-01,f2.48xlarge,2048.0,AMD EPYC 7R13,192,96,2,8.0,Xilinx Virtex UltraScale+ (VU47P),80.0,accelerator
873,883,edf8adfaaa20a96d,u7inh-32tb.480xlarge,Memory Optimized,Current generation,December,2024,https://aws.amazon.com/ec2/instance-types/u7i/,https://aws.amazon.com/about-aws/whats-new/2024/12/amazon-ec2-high-memory-u7inh-instance/,2024-12-01,u7inh-32tb.480xlarge,32768.0,Intel Xeon Sapphire Rapids,1920,960,2,,,,memory
874,884,37e38bc3b14db6d0,c7i-flex.12xlarge,Compute Optimized,Current generation,January,2025,https://aws.amazon.com/ec2/instance-types/c7i/,https://aws.amazon.com/about-aws/whats-new/2025/01/amazon-ec2-flex-instances-new-larger-sizes/,2025-01-01,c7i-flex.12xlarge,96.0,Intel Xeon Sapphire Rapids,48,24,2,,,,compute
875,885,9f3b71ee6a135c0a,c7i-flex.16xlarge,Compute Optimized,Current generation,January,2025,https://aws.amazon.com/ec2/instance-types/c7i/,https://aws.amazon.com/about-aws/whats-new/2025/01/amazon-ec2-flex-instances-new-larger-sizes/,2025-01-01,c7i-flex.16xlarge,128.0,Intel Xeon Sapphire Rapids,64,32,2,,,,compute
876,886,6e5c3435c25d02d6,m7i-flex.12xlarge,General Purpose,Current generation,January,2025,https://aws.amazon.com/ec2/instance-types/c7i/,https://aws.amazon.com/about-aws/whats-new/2025/01/amazon-ec2-flex-instances-new-larger-sizes/,2025-01-01,m7i-flex.12xlarge,192.0,Intel Xeon Sapphire Rapids,48,24,2,,,,general
877,887,6aadce3f7c297c7b,m7i-flex.16xlarge,General Purpose,Current generation,January,2025,https://aws.amazon.com/ec2/instance-types/c7i/,https://aws.amazon.com/about-aws/whats-new/2025/01/amazon-ec2-flex-instances-new-larger-sizes/,2025-01-01,m7i-flex.16xlarge,256.0,Intel Xeon Sapphire Rapids,64,32,2,,,,general
878,888,fd12eda24710ed09,f2.6xlarge,Accelerated Computing,Current generation,February,2025,https://aws.amazon.com/ec2/instance-types/f2/,https://aws.amazon.com/about-aws/whats-new/2025/02/amazon-ec2-f2-6xlarge-new-f2-instance-size/,2025-02-01,f2.6xlarge,256.0,AMD EPYC 7R13,24,12,2,1.0,Xilinx Virtex UltraScale+ (VU47P),80.0,accelerator
879,889,54fbe0f1354c68ee,i8g.48xlarge,Storage Optimized,Current generation,March,2025,https://aws.amazon.com/ec2/instance-types/i8g/,https://aws.amazon.com/about-aws/whats-new/2025/03/amazon-ec2-i8g-48xlarge-instances-n-virginia-oregon/,2025-03-01,i8g.48xlarge,1536.0,AWS Graviton4 Processor,192,192,1,,,,storage
880,890,149586bc83b5b36e,i7ie.metal-24xl,Storage Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-i7ie-bare-metal-instances-sizes/,2025-04-01,i7ie.metal-24xl,768.0,Intel Emerald Rapids,96,48,2,,,,storage
881,891,3ab391c8436962d8,i7ie.metal-48xl,Storage Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/i7ie/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-i7ie-bare-metal-instances-sizes/,2025-04-01,i7ie.metal-48xl,1536.0,Intel Emerald Rapids,192,96,2,,,,storage
882,892,de2c6764e531481a,c8gd.medium,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.medium,2.0,AWS Graviton4 Processor,1,1,1,,,,compute
883,893,56266831410f28a3,c8gd.large,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.large,4.0,AWS Graviton4 Processor,2,2,1,,,,compute
884,894,007c2420c3d5ac93,c8gd.xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.xlarge,8.0,AWS Graviton4 Processor,4,4,1,,,,compute
885,895,7db16bada1fd09f2,c8gd.2xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.2xlarge,16.0,AWS Graviton4 Processor,8,8,1,,,,compute
886,896,ebce328c2e5174b4,c8gd.4xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.4xlarge,32.0,AWS Graviton4 Processor,16,16,1,,,,compute
887,897,895481c1d613ba59,c8gd.8xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.8xlarge,64.0,AWS Graviton4 Processor,32,32,1,,,,compute
888,898,4449923b2720b7fa,c8gd.12xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.12xlarge,96.0,AWS Graviton4 Processor,48,48,1,,,,compute
889,899,5cb7f47ae5bfab3d,c8gd.16xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.16xlarge,128.0,AWS Graviton4 Processor,64,64,1,,,,compute
890,900,ed3ae908a5dcb025,c8gd.24xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.24xlarge,192.0,AWS Graviton4 Processor,96,96,1,,,,compute
891,901,646e36cf322c7960,c8gd.48xlarge,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.48xlarge,384.0,AWS Graviton4 Processor,192,192,1,,,,compute
892,902,7afa158ecd9e1a78,c8gd.metal-24xl,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.metal-24xl,192.0,AWS Graviton4 Processor,96,96,1,,,,compute
893,903,5f9862c023123a1d,c8gd.metal-48xl,Compute Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/c8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,c8gd.metal-48xl,384.0,AWS Graviton4 Processor,192,192,1,,,,compute
894,904,4bbc697e53b85b15,m8gd.medium,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.medium,4.0,AWS Graviton4 Processor,1,1,1,,,,general
895,905,ab532894deda0279,m8gd.large,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.large,8.0,AWS Graviton4 Processor,2,2,1,,,,general
896,906,c027aff7b561451a,m8gd.xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.xlarge,16.0,AWS Graviton4 Processor,4,4,1,,,,general
897,907,ef5cb59970b3a71f,m8gd.2xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.2xlarge,32.0,AWS Graviton4 Processor,8,8,1,,,,general
898,908,29518f16d843c9ea,m8gd.4xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.4xlarge,64.0,AWS Graviton4 Processor,16,16,1,,,,general
899,909,082d86d941e0e68b,m8gd.8xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.8xlarge,128.0,AWS Graviton4 Processor,32,32,1,,,,general
900,910,00bff0c44868c219,m8gd.12xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.12xlarge,192.0,AWS Graviton4 Processor,48,48,1,,,,general
901,911,f27a1f7dd2e954bf,m8gd.16xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.16xlarge,256.0,AWS Graviton4 Processor,64,64,1,,,,general
902,912,b329779656a2164a,m8gd.24xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.24xlarge,384.0,AWS Graviton4 Processor,96,96,1,,,,general
903,913,7a6eb88a3f150457,m8gd.48xlarge,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.48xlarge,768.0,AWS Graviton4 Processor,192,192,1,,,,general
904,914,1fdb4f1bca0ca97b,m8gd.metal-24xl,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.metal-24xl,384.0,AWS Graviton4 Processor,96,96,1,,,,general
905,915,e76911937e8bfb6c,m8gd.metal-48xl,General Purpose,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/m8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,m8gd.metal-48xl,768.0,AWS Graviton4 Processor,192,192,1,,,,general
906,916,42150a45da999059,r8gd.medium,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.medium,8.0,AWS Graviton4 Processor,1,1,1,,,,memory
907,917,cae0c511688e781a,r8gd.large,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.large,16.0,AWS Graviton4 Processor,2,2,1,,,,memory
908,918,0c37513b904d5e0f,r8gd.xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.xlarge,32.0,AWS Graviton4 Processor,4,4,1,,,,memory
909,919,611193ba428cf730,r8gd.2xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.2xlarge,64.0,AWS Graviton4 Processor,8,8,1,,,,memory
910,920,bcf334b8df17edc0,r8gd.4xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.4xlarge,128.0,AWS Graviton4 Processor,16,16,1,,,,memory
911,921,03cf042aa8573625,r8gd.8xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.8xlarge,256.0,AWS Graviton4 Processor,32,32,1,,,,memory
912,922,033ec0ffd0e90403,r8gd.12xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.12xlarge,384.0,AWS Graviton4 Processor,48,48,1,,,,memory
913,923,58a8188acf0cbae0,r8gd.16xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.16xlarge,512.0,AWS Graviton4 Processor,64,64,1,,,,memory
914,924,50b79d298b41a001,r8gd.24xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.24xlarge,768.0,AWS Graviton4 Processor,96,96,1,,,,memory
915,925,054b290c1388713d,r8gd.48xlarge,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.48xlarge,1536.0,AWS Graviton4 Processor,192,192,1,,,,memory
916,926,4460a154fd469034,r8gd.metal-24xl,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.metal-24xl,768.0,AWS Graviton4 Processor,96,96,1,,,,memory
917,927,9ec3c77454db68de,r8gd.metal-48xl,Memory Optimized,Current generation,April,2025,https://aws.amazon.com/ec2/instance-types/r8g/,https://aws.amazon.com/about-aws/whats-new/2025/04/amazon-ec2-c8gd-m8gd-r8gd-instances/,2025-04-01,r8gd.metal-48xl,1536.0,AWS Graviton4 Processor,192,192,1,,,,memory
